"","AW_2-AW_3_collapse.csv","PC3PC4_2-PC3PC4_3_collapse.csv","Both_2-Both_3_collapse.csv","Baseline_2-Baseline_3_collapse.csv"
"d_section3collapse",1,0.45,0.617,0.281
